,City,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed
306,cherskiy,76.03969201956713,161.62338566031502,25.29680000000002,82,100,2.4
307,evensk,64.5201821067231,161.74186619194296,10.08680000000004,92,26,2.89
308,las palmas,28.611835796093814,-15.241426648606705,70.60280000000004,87,83,5.75
309,apatity,67.07024264344088,33.27438786373665,30.894800000000043,87,95,3.5
310,hoquiam,47.35508848620586,-124.7223576385332,55.99400000000007,87,90,8.97
311,krasnoselkup,63.48512222935932,84.70064481015118,33.522800000000004,80,71,2.79
312,halalo,-14.905814788205447,-176.24305723512248,79.60280000000004,80,6,8.71
313,okha,56.083567917801446,146.8886179442236,45.92480000000008,79,100,3.58
314,jardim,2.7196554534764346,-34.32272765250781,78.36080000000005,78,37,5.41
315,awjilah,25.622985685337767,19.963120455758855,72.13280000000009,33,0,6.03
316,wattegama,5.087809419219639,84.1727424466589,82.21280000000003,75,98,5.65
317,bengkulu,-3.7710969528938563,100.36280563720095,76.66880000000006,89,100,5.42
318,placido de castro,-10.62206684348972,-66.89349589057123,68.56880000000005,89,6,1.67
319,rafai,6.213076289342155,24.27831987437645,68.58680000000004,99,100,1.94
320,riverton,-46.94845711332171,167.727453816221,49.83080000000001,81,100,1.48
321,vostok,52.38601692267551,147.3932018338566,47.72480000000009,94,98,9.68
322,batemans bay,-40.82403671510056,155.42858555895742,55.59079999999999,76,55,3.61
323,panchagarh,26.174226623022236,88.59181269847835,75.2,83,75,2.6
324,aksarka,69.92543781405516,68.88377217026525,34.67480000000008,95,100,3.5
325,ribeira brava,17.933903008644393,-23.793297302351817,75.55280000000005,87,90,5.08
326,pichayevo,53.1024371804742,42.309063367199116,32.69480000000004,81,35,3.18
327,kazalinsk,45.932704862110654,60.786016880864366,67.92080000000003,54,0,1.72
328,la ronge,64.20795827221716,-104.7480055914103,26.808800000000076,95,100,9.5
329,eureka,41.40500100769975,-124.97295637875723,59.478800000000035,87,41,11.34
330,okhotsk,61.384049713320024,144.53825377805242,16.206799999999998,65,100,2.41
331,kishi,9.687070752174975,4.067833627547827,70.76480000000001,93,70,0.67
332,satitoa,-14.629871044063648,-168.29545966347783,78.55880000000008,79,100,9.45
333,demba,-5.539899655557406,22.57862281869498,67.20080000000007,99,100,1.18
334,ixtapa,2.603026811333166,-109.3013693218006,73.59079999999999,79,100,7.85
335,rio gallegos,-48.99170739065648,-69.56130517143495,42.25280000000005,41,0,5.39
336,terrace,55.12708447991142,-128.37571612606217,28.248799999999996,92,100,1.77
337,ancud,-40.611377128277134,-78.98923004250294,50.83880000000001,88,94,2.64
338,khudumelapye,-23.894860538996298,24.635587451538527,59.28080000000001,21,0,2.93
339,dori,14.084529587641896,0.17494531857312268,89.48480000000006,41,100,6.04
340,belaya gora,69.51869565321786,145.77636956825808,14.514800000000001,88,0,1.34
341,udachnyy,67.37239796853066,111.93524981436155,16.674800000000083,92,100,9.36
342,luderitz,-37.60929452446214,-2.0309080872286813,51.81080000000005,65,76,14.46
343,taoudenni,24.619240415222137,-7.262485776723423,79.71080000000005,12,0,5.86
344,yei,3.847417625124706,30.674914930564228,64.95080000000007,94,89,0.78
345,louisbourg,39.89816558741839,-58.37930675560831,68.0648,64,33,6.06
346,dhangadhi,28.69241649580414,80.68501268904095,74.90480000000002,71,0,0.67
347,reidsville,36.38665854873405,-79.52242214495045,71.99600000000005,77,75,0.55
348,bangassou,5.805490747579611,22.83575483143798,66.78680000000004,98,100,0.85
349,aras,60.846529002126516,4.753801247559068,48.2,87,100,22.1
350,sobolevo,54.11512849634747,156.0219729544541,47.688800000000015,86,100,8.79
351,bakchar,57.15097217295579,82.5667693307513,49.77680000000006,90,100,0.77
352,bossier city,31.95397950621232,-93.64963783194199,64.4,100,40,2.54
353,honningsvag,80.09169138737474,25.972545861023946,29.61680000000008,81,100,0.45
354,sentyabrskiy,27.874717121784585,163.15683466337032,78.21680000000008,85,24,8.71
355,loreto,26.067466455332948,-111.06496126952321,84.1568,39,0,0.94
356,ust-omchug,60.50663152159419,148.53859594965854,21.57080000000003,60,10,2.37
357,iracoubo,11.553847081032629,-51.029781739304696,81.4568,75,85,8.6
358,kurdzhinovo,43.64501449055962,40.76804655884848,59.0,67,90,1.0
359,mutoko,-16.641215049465075,32.625099649889535,70.83680000000004,65,0,2.06
360,kargasok,60.68855297195927,81.52618415592747,38.63480000000006,75,89,1.87
361,nguiu,-12.142767494508334,130.0395543076097,80.97080000000003,68,0,2.66
362,port keats,-13.218784638451638,127.54107924410249,80.68280000000009,71,0,2.64
363,harper,1.0639166264905384,-10.107698206314922,75.35480000000003,80,96,5.37
364,san patricio,7.912516173770044,-116.18461920789152,78.50480000000002,84,20,6.95
365,broome,-20.467701456662724,123.94217650144486,102.10280000000004,8,0,8.29
366,reconquista,-28.707230811619674,-61.87015626721917,66.40880000000007,57,0,3.73
367,lincoln,53.25978237757462,-0.5320259270675081,53.6,93,0,3.6
368,alyangula,-17.123112709421775,137.37217891606616,99.16880000000006,16,0,6.17
369,inta,65.62320259920713,59.32976766748638,31.812800000000028,91,37,3.43
370,valparaiso,-32.32983155145044,-73.33616254304088,55.57280000000001,74,67,12.57
371,areia branca,-3.72255294150105,-36.59017608498209,78.27080000000004,78,0,11.68
372,khandyga,65.2751704240545,137.0250985178588,12.768800000000056,64,59,2.39
373,oktyabrskoye,62.016901044332,68.1324460700805,45.54680000000002,96,100,3.37
374,monforte de lemos,42.79657666898589,-7.14482354152932,62.00600000000003,100,62,1.34
375,tabiauea,-1.847330382371311,169.2230346890454,86.13680000000004,60,100,2.77
376,nizhneyansk,82.00437062326003,132.9390477267607,24.720800000000033,90,100,8.28
377,bayog,7.8957569665014375,122.94897592835628,85.97480000000009,67,55,2.02
378,cidreira,-46.260657427436854,-32.706842396522006,46.62680000000006,80,100,14.85
379,chicama,-13.697629963837016,-87.96447870996448,62.46680000000008,72,100,5.28
380,neuquen,-39.78594034454774,-68.1519743846203,43.044800000000045,56,0,7.86
381,college,74.25882595175429,-146.16934647467968,28.662800000000026,81,100,12.38
382,oshikango,-17.476716108824093,15.569799941187398,71.62880000000004,14,0,4.58
383,ust-kamchatsk,57.560029114359395,161.83681992713548,41.19079999999999,53,0,9.26
384,taltal,-25.805289327425072,-74.66346929234159,58.09280000000007,87,0,10.08
385,olinda,-8.920666056467198,-29.94288025130021,77.08280000000009,79,37,9.0
386,sao joao da barra,-30.14661472586782,-26.617567366818747,66.57080000000003,84,74,5.25
387,tsihombe,-54.10749488391676,48.48827364983086,31.812800000000028,94,100,4.03
388,leningradskiy,67.7376547156507,178.09588377635487,24.702800000000046,96,100,4.73
389,tura,65.70299635162945,97.0159148148461,9.654800000000023,90,0,2.46
390,zliv,49.07141462971427,14.390974830761706,44.00600000000003,88,100,1.34
391,marsa matruh,32.368338839942,28.627200621045944,76.20080000000007,71,100,5.5
392,mandera,2.5506310040943703,41.48616162448687,75.49879999999999,61,21,4.8
393,korla,36.58113344076037,87.79590355503859,18.978800000000035,85,99,0.6
394,spearfish,43.68706197283973,-104.22229987792886,55.4,24,1,3.6
395,lata,-9.746848980189682,164.03955760497888,82.96880000000006,75,100,4.2
396,atambua,-8.302493544617391,128.3922216410615,79.24280000000007,74,94,5.17
397,sitka,53.769011232302034,-143.17637211688364,51.144800000000046,63,0,7.07
398,dabat,13.13974409247973,37.88703764548234,62.82680000000006,73,0,1.17
399,hermiston,45.32741743838156,-119.84067376083449,66.99199999999999,64,93,1.34
400,itoman,22.712459271689355,128.38212077260528,81.88880000000002,78,0,7.61
401,raahe,64.82866964454749,24.736230323749936,32.0,90,0,3.1
402,henties bay,-21.154932759069695,11.195455938596439,61.062800000000024,83,0,11.38
403,benjamin aceval,-24.868929460349065,-58.12075628977166,66.12080000000003,68,100,1.89
404,shimoda,23.082758570603644,143.26132268371992,84.55280000000005,81,73,12.15
405,gat,27.0551762603955,9.603034220792011,65.76080000000005,21,0,2.07
406,ekhabi,54.03196636349688,147.2821023331946,46.50080000000007,89,50,5.78
407,sola,-11.210979470704942,169.51577773942972,84.08480000000006,68,42,1.97
408,plettenberg bay,-40.930926644079925,23.311498345799976,56.50880000000008,79,85,8.61
409,kaina,58.95261975502956,23.138768503914974,44.82680000000006,73,100,3.45
410,nome,67.555847298956,-161.86082011644206,32.0,69,90,9.3
411,lodwar,2.992289639182232,36.71068712321676,80.12480000000008,50,6,5.67
412,narsaq,78.64538106955825,-67.57217425080978,23.10080000000007,59,100,3.91
413,halifax,40.56294132989774,-61.08698953537487,69.63080000000001,67,100,8.31
414,portland,-41.47578650707194,140.91090375095547,49.5068,72,100,7.04
415,ambon,-6.931897773684682,128.38699527427752,79.38680000000004,76,1,6.11
416,baneasa,44.085898365543784,27.738741409396624,46.004000000000055,81,0,6.2
417,calbuco,-42.615649295653625,-72.57934735699651,46.4,93,90,1.0
418,pumiao,22.857748890971976,108.63292379618724,78.8,78,75,4.0
419,sao gabriel da cachoeira,-0.24570649513123044,-67.64519226942984,74.3648,90,68,0.46
420,maxixe,-24.524461431203903,35.22187913315912,68.65880000000007,83,0,4.16
421,popondetta,-9.4901717287524,148.8768081525023,86.85679999999999,52,28,2.06
422,praia da vitoria,42.708141034939274,-23.699322904098494,63.20480000000002,66,10,8.46
423,rondonopolis,-17.116811712806836,-55.3806136299406,75.89480000000005,65,1,1.75
424,laguna,-33.560673403489425,-42.396220674016746,62.556799999999996,86,12,8.55
425,kemijarvi,66.43375496099767,27.209952336165088,33.8,95,75,4.1
426,alekseyevsk,58.20382149993884,108.99690989146171,32.58680000000004,80,100,3.28
427,karauzyak,44.18300520072205,60.42293887645246,67.93880000000001,69,0,0.24
428,vila franca do campo,38.62509329390667,-22.03025175215484,68.22680000000005,81,100,7.62
429,avezzano,42.24093920405994,13.345054405800227,55.004000000000055,56,0,14.4
430,pujehun,7.379616971227648,-11.64016544311636,74.56280000000002,94,95,1.51
431,bend,43.26616389519771,-120.56067860714728,55.99400000000007,33,29,1.79
432,algiers,37.329894489624536,2.606924688005222,72.52880000000003,54,19,7.35
433,fujin,46.921572611431856,131.86996428623792,48.58880000000001,82,100,5.55
434,coffeyville,36.861335989790646,-95.67918393005687,55.99400000000007,87,1,2.16
435,bac lieu,7.353565187793919,108.2962523706779,83.56280000000002,73,100,3.68
436,fairbanks,64.09237104863263,-142.56642559957942,17.88080000000001,83,9,1.54
437,samusu,-0.7223097981669468,-163.78456246118316,81.13280000000009,81,8,6.48
438,kolin,50.06466206035515,15.241702008603141,39.992,80,0,1.5
439,poltavka,53.63511725633086,71.31081401478525,53.16080000000005,67,0,2.65
440,greensburg,40.3876474073393,-79.3742784161284,53.6,100,1,0.87
441,haines junction,59.60816917127903,-138.80239417727324,46.4,54,1,2.1
442,saint-georges,7.588284270267877,-45.830589491857495,82.84280000000007,73,31,4.47
443,nouakchott,18.084300986632144,-17.35295225509745,80.8988,78,0,4.66
444,monrovia,2.1478442170617598,-12.703743091408143,76.70480000000002,80,100,7.69
445,queanbeyan,-35.63101746050489,149.59587652516166,62.6,36,75,7.7
446,san-pedro,-0.9172555967143126,-4.480785682406378,76.38080000000001,82,100,4.65
447,shelopugino,51.82806192240744,117.7763115149624,47.004800000000024,61,100,5.3
448,minab,27.5290636922593,57.85860721344176,75.37280000000001,77,0,1.04
449,surgut,60.569951817039254,73.67096082353942,44.44879999999999,85,98,2.47
450,aksay,50.15829531708749,53.034249651337205,40.21880000000006,80,0,3.37
451,agira,37.493951809563825,14.570012866973144,62.6,100,75,1.5
452,biltine,15.850120230717238,20.871904951503723,81.29480000000004,60,70,3.3
453,port moresby,-10.832269326671081,147.2707062800514,76.14680000000001,77,1,9.17
454,bambous virieux,-30.186778726900258,74.58967331256423,57.2648,69,0,7.8
455,bowen,-18.449731960163845,149.65518286407587,74.27480000000008,69,0,1.71
456,caernarfon,52.74262121066357,-4.84172660651754,57.992,82,0,8.7
457,hirado,34.416562224403464,129.26089947730753,68.0,49,75,7.2
458,walvis bay,-24.341528291785167,14.030093448488373,57.58880000000001,85,0,12.88
459,tartagal,-23.565935635688305,-63.10431518423644,71.01680000000007,63,0,2.69
460,svetlyy,50.74441313932624,60.59034092388836,51.10880000000007,32,65,1.93
461,douala,3.6691508801422117,9.670214148673125,77.92880000000004,87,100,3.94
462,wagar,15.886744438626891,36.373093940485234,84.26480000000001,53,0,3.47
463,campoverde,-9.55939998652515,-74.80346369312933,68.20880000000008,99,100,0.54
464,svetlogorsk,67.3045885588156,88.72434014585974,27.582800000000088,94,96,2.53
465,pauini,-7.082954045376553,-67.90891891176364,72.02480000000008,96,59,2.23
466,stokmarknes,72.93853462583664,12.86542889973532,42.18080000000001,81,100,8.21
467,changde,28.525132610750887,111.23367615017213,62.79079999999999,65,100,1.85
468,tateyama,24.6956609113239,143.23415691578816,83.79680000000002,83,40,8.88
469,panalingaan,11.50397292081415,114.22304585154109,84.46280000000003,77,100,7.73
470,qeshm,27.451215317995775,56.443226384001576,80.6,88,20,3.1
471,rute,37.243510844750105,-4.300866142194565,71.00600000000003,77,0,2.1
472,coihaique,-45.991789586065366,-74.1279763626738,39.354800000000026,98,100,1.88
473,lolua,-8.099492889444164,172.60729329101594,83.67080000000003,66,0,0.49
474,beyneu,44.0482021904846,56.54167251602075,58.524800000000084,37,0,2.64
475,kalmunai,7.70208444170845,85.02473941591569,82.41080000000005,68,15,0.79
476,pimenta bueno,-11.933760200733857,-60.98577218643612,74.32880000000003,90,100,1.45
477,constitucion,18.67304998433967,-121.0324605154155,75.85880000000007,79,100,6.91
478,yeniseysk,59.00484337185034,90.2071274248334,40.938800000000015,79,96,3.39
479,porto walter,-9.471319425643927,-72.91533605064657,66.31880000000005,99,100,0.88
480,monte aprazivel,-20.54602968222335,-49.921483908653414,77.0,61,0,6.7
481,mopipi,-21.931505947582366,24.582877113306324,65.50880000000008,17,0,2.13
482,barahona,17.850155766467253,-71.10330680336281,72.20480000000002,78,20,2.33
483,opelousas,30.534910067983645,-91.79603272811592,69.99800000000002,93,1,6.2
484,annau,39.46767451914269,59.943676699215956,65.79680000000002,30,0,1.84
485,soyo,-6.578042935770128,10.721706993415495,75.40880000000007,89,100,5.73
486,ushibuka,32.143623519549976,129.32758778351888,71.10679999999999,76,57,9.14
487,kurumkan,54.6486759616362,110.22859872569853,35.97080000000003,100,100,4.14
488,egvekinot,63.298803638947305,-179.94275564345546,41.4068,87,100,7.38
489,mastic beach,40.321530250047886,-72.60991159762301,69.8,83,75,6.82
490,havoysund,74.98014077262124,24.641560919473022,38.022800000000004,79,0,4.8
491,essex,42.14346744605564,-82.70709435390931,59.0,58,1,2.6
492,oriximina,0.4941099240440252,-56.07724725998459,72.25880000000008,93,100,0.08
493,belyy yar,60.044443381827506,85.60638816993014,40.056799999999996,83,99,3.54
494,miles city,47.82044842799695,-106.17472864806065,57.2,45,1,2.1
495,karratha,-15.113791177711278,115.27347756198327,78.34280000000007,75,67,4.0
496,oktyabrskiy,47.748762363141566,43.48069917156403,48.984800000000064,63,100,7.84
497,gizo,-7.79428254067588,158.13159442410063,83.68880000000001,74,64,4.61
498,honiara,-14.518321368152215,156.64485722694627,76.43480000000007,72,51,6.89
499,sorland,70.1065897522517,8.911006048825953,42.48680000000004,71,100,7.77
500,bhadra,29.016721325762504,74.99614062549159,79.40480000000002,30,0,1.34
501,deputatskiy,68.29988594678198,141.57831992059033,13.29079999999999,89,96,1.67
502,frolovo,49.48801392959717,43.490421388656955,35.00600000000003,92,97,2.68
503,nova ushytsya,48.87423137842703,27.357307285655736,28.004000000000055,93,0,2.7
504,alugan,17.930012749800568,133.1042249636949,83.27480000000008,77,74,8.29
505,siedlce,52.133944782262034,22.251717086377255,33.008,86,3,3.33
506,krasnoarmeysk,53.53117833083948,69.20085008928322,42.8,81,0,2.78
507,braganca,-1.3573105917084547,-46.76919685525374,72.99680000000002,95,51,2.51
508,basoko,0.3849960348310759,23.32164867389315,68.4068,99,100,1.64
509,salinopolis,2.6074229359363983,-45.08904044522092,81.07880000000003,81,66,6.38
510,patos de minas,-18.420829721828937,-46.656423751314264,68.2988,83,100,1.35
511,karamea,-40.027709000460355,170.63208182317965,57.39079999999999,90,66,7.92
512,ulaanbaatar,46.86427537870779,107.4515523909867,49.398799999999994,39,0,7.94
513,trinidad,-14.129958377744842,-65.53534931071627,68.83880000000002,88,97,1.49
514,karamken,60.776485143084756,151.12420709063565,13.704800000000024,71,0,1.31
515,pa daet,19.4226862635291,100.11881947287435,77.0,88,20,1.5
516,borogontsy,62.97823682831023,131.18331301856955,28.59079999999999,77,99,3.58
517,taraza,7.533323541313337,-75.4804157998709,69.14480000000005,97,100,1.14
518,punakha,27.69434291870091,89.89868159905359,35.52080000000003,76,70,3.3
519,dagda,55.77493218382159,27.77287949037924,34.49480000000004,96,97,3.06
520,zhigansk,68.88901590395443,119.60738305251772,19.662800000000026,87,100,6.75
521,coquimbo,-27.12428261423787,-83.6142865780977,59.71280000000003,89,0,7.27
522,cranbrook,48.794958523649086,-115.4746479217793,53.99600000000005,58,90,2.32
523,alghero,40.79437484380037,7.910984005095656,59.0,77,0,2.1
524,vila velha,-31.502296013621653,-22.459332527742845,62.52080000000003,89,100,7.64
525,skovde,58.40136112666994,14.219957357332959,35.99600000000005,87,100,2.1
526,ngunguru,-32.079243042353085,178.69685460180563,63.96080000000005,84,73,9.41
527,carbondale,38.00679919780549,-89.69088897836357,55.4,71,1,1.4
528,grandola,38.263742838994176,-8.560799715517845,66.2,59,0,4.1
529,gari,59.539177433132664,62.64468683833911,44.538800000000016,87,0,4.4
530,nakonde,-9.459622778366935,32.29240650701965,66.98480000000006,60,82,1.55
531,pervomayskoye,45.4986737395549,33.632571594091445,44.610800000000054,62,100,4.36
532,fayaoue,-19.486522046274246,166.59883522574677,73.24879999999999,77,0,7.24
533,manggar,-2.3144453541443966,107.67183590472035,80.05280000000005,77,100,0.57
534,gravatai,-29.958974973488203,-50.78320662052133,66.2,93,0,2.1
535,jiehu,35.698473099066675,118.31903171585685,63.312800000000024,54,0,5.29
536,cooma,-37.416130305873345,149.22256030769626,52.22480000000009,74,97,4.03
537,mogadishu,0.7634445458633081,45.6108834723193,79.47680000000005,85,0,4.9
538,marbella,36.02013688561826,-4.7134447429657484,66.2,93,100,6.2
539,senador jose porfirio,-2.6351380130942914,-52.257290720051685,73.17680000000006,92,100,0.61
540,lalomanu,-14.679869020783102,-171.46371160517282,78.81080000000006,77,33,9.53
541,great yarmouth,53.28452130817618,3.1983776238684527,59.0,82,88,11.8
542,kuandian,40.82608056921438,124.57559911997885,49.75880000000008,36,0,4.88
543,byron bay,-29.203440733796604,159.671953582857,67.57880000000003,79,0,11.44
544,san jeronimo,8.187794821746493,-105.01083206040215,78.10880000000007,86,100,8.24
545,dalinghe,40.88083261969916,121.41655363405442,59.478800000000035,16,0,6.09
546,husavik,73.12850333093931,-14.176753819182352,37.860800000000054,89,100,4.37
547,laibin,24.026426408430098,108.52085316641859,68.60480000000003,89,100,1.34
548,inderborskiy,49.880359110991066,52.142410514101925,40.1648,73,0,3.03
549,kosonsoy,41.283472232143225,71.45269172367264,57.2,71,4,2.1
550,ndele,9.505366325530176,20.715089563539152,70.53080000000001,97,100,0.92
551,cowra,-33.95350047615375,148.4212224838775,54.67280000000001,77,91,7.1
552,whitecourt,54.44709498838728,-115.4015475940086,33.8,80,90,6.2
553,kroya,-12.091735423550745,107.9652205929849,76.81280000000002,83,27,5.28
554,kasongo-lunda,-5.303611987804317,16.675724230748585,67.03880000000001,98,36,0.09
555,pingliang,35.21910650554889,106.96798097883175,50.65880000000008,61,91,4.73
556,cam ranh,11.85965331753249,110.77341898354251,82.41080000000005,81,100,6.35
557,sainte-anne-des-monts,48.77672347742481,-66.12657829098625,43.96280000000003,94,100,3.6
558,pacific grove,27.643874654477926,-132.567566492472,69.10880000000007,72,19,3.82
559,avera,-25.923022611950714,-152.12384936433432,65.23880000000001,61,81,4.79
560,iranshahr,28.151164195399346,59.547514916531355,72.2228,67,0,2.19
561,grindavik,54.617976946673366,-25.07827342211661,51.162800000000026,77,100,17.0
562,picton,43.561185979841696,-77.0447622236652,57.992,93,1,6.15
563,sao joao do piaui,-7.86304981740426,-42.45362850208204,78.72080000000003,38,0,2.26
564,paralimni,34.448089735300385,34.15173103084484,69.8,83,20,2.6
565,pa sang,17.991529872530748,98.16273547986259,85.03880000000001,49,0,0.88
566,rawson,-51.86621711131436,-56.28455815568685,39.1568,63,90,12.86
567,pampierstad,-27.697653748888236,24.76512805531968,50.622800000000005,39,0,3.49
568,colorado,-23.029564428793876,-51.993428611247595,66.2,82,0,2.6
569,ishim,56.37198843947971,69.39874157439604,47.50880000000008,78,0,2.26
570,ambunti,-4.540153817958853,141.35742739624402,93.73280000000008,43,32,1.19
571,gweta,-19.669974281401053,24.44204515567725,65.95880000000008,18,32,2.74
572,nishihara,19.762582780143546,137.194489328281,84.98480000000006,81,96,10.45
573,strelka,58.606047311106266,93.49864040670326,37.21280000000003,81,100,2.52
574,makakilo city,9.121024983288393,-163.6964150356084,84.40880000000007,66,0,2.27
575,mango,10.470343611502955,0.8083414315066477,75.67880000000004,92,100,3.22
576,zilair,51.91005860233258,57.00355991854707,45.87080000000003,95,87,2.28
577,gualan,15.200046000255156,-89.30366136692521,71.99600000000005,1,100,1.23
578,sindgi,16.87004526526698,76.28751045542856,77.62280000000001,74,70,2.54
579,naze,22.151132531270576,137.49332289301282,84.33680000000004,83,2,10.33
580,san lorenzo,1.3827186117637922,-78.70662961352348,77.28080000000001,85,100,5.8
581,havre-saint-pierre,57.23868296662258,-63.10741195134348,37.05080000000007,87,100,9.61
582,silyanah,36.00575004687887,9.402198017253227,58.20080000000007,83,99,10.73
583,petersburg,37.120963938867504,-77.45616416621154,73.4,82,75,1.34
584,bonavista,54.387633413272624,-49.5155347066584,47.76080000000005,84,100,9.6
585,cayenne,7.329518413461997,-50.421064428984124,82.24879999999999,77,0,5.38
586,alta floresta,-9.347832152023528,-58.21055026935689,71.91680000000008,95,66,1.17
587,maihar,24.206027796494155,80.55779552493914,77.62280000000001,56,0,0.66
588,vanavara,62.51266614769952,102.11019782542394,24.684800000000063,64,32,3.5
589,atasu,46.57348182207559,70.55000588481818,61.38680000000004,30,0,1.34
590,preobrazheniye,43.17273279809402,133.96005694070033,34.27880000000003,97,100,3.83
591,lebrija,36.90209469934533,-6.085554127093133,73.00400000000005,59,91,2.1
592,guia de isora,27.786661221737745,-17.492386123699504,71.6,83,75,5.1
593,port lincoln,-38.98938941655205,135.54784752047408,50.29879999999999,63,64,3.53
594,porto murtinho,-21.7578981694829,-57.79275262899152,71.93480000000007,72,100,1.43
595,ust-koksa,49.06214019507459,86.10648173773183,47.61680000000008,28,8,1.48
596,zhezkazgan,47.30381260702342,66.57701760910541,56.148799999999994,20,0,2.14
597,kuala terengganu,6.561887807055072,105.20191733663552,84.03080000000001,64,100,1.76
598,fukue,30.940160535755126,126.39259253009698,71.25080000000007,77,100,7.23
599,margate,-35.74419054028368,34.9345033185692,65.88680000000004,91,9,7.54
600,lakes entrance,-39.18391032077734,150.97915622334108,55.69879999999999,79,100,9.4
601,sal rei,15.572973900199756,-20.779066568373736,77.1908,81,97,5.25
602,nha trang,12.034239500602467,113.03621584644458,84.35480000000003,77,100,7.48
603,codrington,23.745697635538264,-55.645582018253506,80.82680000000006,73,22,3.17
604,saint-joseph,-25.8033338044429,55.49067958316425,69.19879999999999,69,100,7.57
605,sechura,-6.198953599257479,-82.06516799283305,62.52080000000003,88,96,7.16
606,terney,44.23358377112271,137.5514888799089,55.55480000000002,75,67,3.92
607,vitim,59.15381306048522,112.35754117192431,30.210800000000052,84,98,4.29
608,vancouver,49.177427044073596,-123.36366998646488,57.992,87,75,11.8
609,hami,42.96404997281837,92.70326421490734,69.81080000000006,15,99,6.37
610,mareeba,-14.964589727827658,142.41666668433044,98.17880000000004,16,10,5.07
611,kloulklubed,4.916082747617452,134.63763618363305,83.8148,77,100,7.4
612,miraflores,0.9475378580561085,-72.3688350861087,73.10480000000003,91,95,0.45
613,kuche,37.21872332968191,83.17794156499565,65.9408,31,100,5.02
614,teguise,30.555691767210988,-12.113694477368483,70.27880000000003,88,0,7.04
